RUT	DV	VIGENCIA	FECHA	TIPO_DIRECCION	CALLE	NUMERO	BLOQUE	DEPARTAMENTO	VILLA_POBLACION	CIUDAD	COMUNA	REGION
50840700	9	N	2008-07-03	SUCURSAL	INDEPENDENCIA	3187				SANTIAGO	CONCHALI	XIII REGION METROPOLITANA
50840860	9	S	1999-05-12	SUCURSAL	HUERFANOS	1052		32	ROL 103-239	SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50840920	6	N	2006-08-31	SUCURSAL	PASAJE EDWARDS	1047	LOC	22	ROL.131-232	SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50841000	K	S	1998-11-26	SUCURSAL	CERVANTES	492		D		CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
50841280	0	S	1998-06-16	SUCURSAL	AV DEPARTAMENTAL	100		9		SANTIAGO	SAN JOAQUIN	XIII REGION METROPOLITANA
50841350	5	S	2002-06-28	SUCURSAL	BLANCA	12595	LOC.B			STGO	LA FLORIDA	XIII REGION METROPOLITANA
50841800	0	S	2003-01-06	SUCURSAL	BALMACEDA	398				CARTAGENA	CARTAGENA	V REGION VALPARAISO
50841910	4	S	2001-01-18	SUCURSAL	AV CARRASCAL	4447				STGO	QUINTA NORMAL	XIII REGION METROPOLITANA
50841960	0	S	1998-03-09	SUCURSAL	MANUEL RODRIGUEZ	67			21 DE MAYO	STGO	CALERA DE TANGO	XIII REGION METROPOLITANA
50841970	8	S	1998-09-07	SUCURSAL	AVDA DEPARTAMENTAL	4730	L/X4			STGO	MACUL	XIII REGION METROPOLITANA
50842240	7	S	1998-04-15	SUCURSAL	EYZAGUIRRE	1675-G				STGO	SAN BERNARDO	XIII REGION METROPOLITANA
50842340	3	S	2003-03-04	SUCURSAL	AV AMERICO VESPUCIO	1500	L/55			STGO	LO ESPEJO	XIII REGION METROPOLITANA
50842350	0	S	1998-04-23	SUCURSAL	MIRAFLORES	302			ALTO JAHUEL	STGO	BUIN	XIII REGION METROPOLITANA
50842360	8	S	1998-04-24	SUCURSAL	CLAUDIO ARRAU	50			2 PISO	STGO	EL BOSQUE	XIII REGION METROPOLITANA
50842570	8	S	1999-03-31	SUCURSAL	ALESSANDRI	1092				LA SERENA	LA SERENA	IV REGION COQUIMBO
50843240	2	S	1998-03-24	SUCURSAL	PREDIO LOS MAITENES	SECT L	CULBEN		CERRO NEGRO	QUILLON	QUILLON	XVI REGION DE ÑUBLE
50843420	0	S	1998-05-22	SUCURSAL	AV. HEMMELMANN ESQ.DALIAS				ALONSO RIVERA		NACIMIENTO	VIII REGION DEL BIO BIO
50843440	5	S	2001-02-02	SUCURSAL	GENERAL MACKENNA	327				TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
50843650	5	S	1998-04-30	SUCURSAL	SAN MARTIN	303				CASTRO	CASTRO	X REGION LOS LAGOS
50843890	7	S	2001-01-22	SUCURSAL	ALONSO OVALLLE	815	817	LC 2		SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50843910	5	S	1999-01-21	SUCURSAL	BASCUNAN GUERRERO	79		12		STGO	SANTIAGO	XIII REGION METROPOLITANA
50844020	0	S	1998-03-31	SUCURSAL	CARLOS VALDOVINOS	2020				SANTIAGO	P AGUIRRE CERDA	XIII REGION METROPOLITANA
50844140	1	S	1998-05-26	SUCURSAL	CAM A PEDREGAL KM 25	S/N	PARC	SAN	MIGUEL.	LOS ANGELES	LOS ANGELES	VIII REGION DEL BIO BIO
50844220	3	N	2009-04-15	SUCURSAL	PC  13-B EX FDO SAN GABRI					STGO	SAN JOSE MAIPO	XIII REGION METROPOLITANA
50844410	9	S	1998-04-24	SUCURSAL	BAQUEDANO	407				STGO	SAN BERNARDO	XIII REGION METROPOLITANA
50844540	7	S	1998-05-06	SUCURSAL	CHACAO	14742	5	23		STGO	SAN BERNARDO	XIII REGION METROPOLITANA
50844550	4	S	1998-05-06	SUCURSAL	EYZAGUIRRE	699				STGO	SAN BERNARDO	XIII REGION METROPOLITANA
50844810	4	S	2000-11-09	SUCURSAL	AVDA BONILLA	9393-A				ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
50845080	K	S	2000-07-12	SUCURSAL	AV ARGENTINA	344				VALPARAISO	VALPARAISO	V REGION VALPARAISO
50845080	K	S	1999-08-06	SUCURSAL	AVDA PEDRO MONTT	2023				VALPARAISO	VALPARAISO	V REGION VALPARAISO
50845130	K	S	2002-09-24	SUCURSAL	MIRAFLORES	1348				SAN FELIPE	SAN FELIPE	V REGION VALPARAISO
50845460	0	S	1998-04-24	SUCURSAL	MAQUINISTA ESCOBAR	2862A					SANTIAGO	XIII REGION METROPOLITANA
50845500	3	S	1998-04-23	SUCURSAL	CASILLA	192					CURICO	VII REGION DEL MAULE
50845810	K	S	1998-04-30	SUCURSAL	CURICO-GORGOLEN SITIO	08			CURICO	LEBU	LEBU	VIII REGION DEL BIO BIO
50846090	2	S	2002-09-02	SUCURSAL	AV BULNES 3,5 NORTE				ZONA FRANCA	PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
50846160	7	N	2004-09-08	SUCURSAL	VERGARA	501				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50846210	7	S	2005-12-28	SUCURSAL	CALLE 7 MANZANA B7	S/N			VILLA LOS PARRONES	CHIMBARONGO	CHIMBARONGO	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50846350	2	S	2006-03-09	SUCURSAL	VIC.MACK.(LOC.1 UC)P.COMI	4860				SANTIAGO	MACUL	XIII REGION METROPOLITANA
50846350	2	S	2009-04-23	SUCURSAL	VIC.MACK.-F.CS.SOCIALES	4860			C.SAN JOAQUIN UC.2	SANTIAGO	MACUL	XIII REGION METROPOLITANA
50846350	2	N	2006-03-09	SUCURSAL	VIC.MACK.CONST.CIVIL CAFE	4860				SANTIAGO	MACUL	XIII REGION METROPOLITANA
50846350	2	S	2007-08-20	SUCURSAL	VIC.MACKENNA (ROL 9077-15	4860		2	FOOD GARDEN UC	SANTIAGO	MACUL	XIII REGION METROPOLITANA
50846490	8	S	2003-06-13	SUCURSAL	INDEPENDENCIA	1827				STGO	INDEPENDENCIA	XIII REGION METROPOLITANA
50846770	2	S	1998-10-07	SUCURSAL	AVDA COSTANERA	26				EL QUISCO	EL QUISCO	V REGION VALPARAISO
50847050	9	S	2003-01-28	SUCURSAL	LAGO TODOS LOS SANTOS	05216		LOC 7			PUENTE ALTO	XIII REGION METROPOLITANA
50847220	K	S	1998-10-15	SUCURSAL	AVDA CLOTARIO BLEST	6258	6260		STA ADRIANA	STGO	P AGUIRRE CERDA	XIII REGION METROPOLITANA
50847330	3	S	1998-09-01	SUCURSAL	LAS DALIAS	712			SINDEMPART	COQUIMBO	COQUIMBO	IV REGION COQUIMBO
50847460	1	S	2000-07-03	SUCURSAL	O'HIGGINS	50		A-3		QUILLOTA	QUILLOTA	V REGION VALPARAISO
50847640	K	S	1998-05-15	SUCURSAL	JUAN DE DIOS VIAL	1820			LOS FRESNOS-COLLAO	CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
50847890	9	S	2000-01-04	SUCURSAL	...	..				MELIPILLA	MELIPILLA	XIII REGION METROPOLITANA
50847990	5	S	1998-05-20	SUCURSAL	SANTIAGO BUERAS	363			PUTAGAN	LINARES	VILLA ALEGRE	VII REGION DEL MAULE
50848190	K	S	1998-08-31	SUCURSAL	MONTEPIO	131-A				SERENA	SALAMANCA	IV REGION COQUIMBO
50848350	3	S	2001-04-05	SUCURSAL	SAN MARTIN ESQ ANGOL	298				CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
50848420	8	S	1998-10-06	SUCURSAL	ALEMANIA	1220				QUILLOTA	QUILLOTA	V REGION VALPARAISO
50849150	6	N	2005-11-07	SUCURSAL	AV. DIEZ DE JULIO	339				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50849150	6	S	2011-02-12	SUCURSAL	AV. DIEZ DE JULIO	545				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50849150	6	N	2010-10-21	SUCURSAL	CAMINO RINCONADA	659		L / 6		SANTIAGO	MAIPU	XIII REGION METROPOLITANA
50849300	2	S	2001-12-06	SUCURSAL	LAS REJAS NORTE	405				SANTIAGO	QUINTA NORMAL	XIII REGION METROPOLITANA
50849370	3	N	2013-01-02	SUCURSAL	ARQUIMIDEZ	7917				SANTIAGO	VITACURA	XIII REGION METROPOLITANA
50849370	3	S	2024-09-12	SUCURSAL	LUIS PASTEUR	6677	LOCAL	4			VITACURA	XIII REGION METROPOLITANA
50849470	K	S	2001-12-28	SUCURSAL	WALTER MARTINEZ	1786					LA FLORIDA	XIII REGION METROPOLITANA
50849510	2	S	1998-06-26	SUCURSAL	VARGAS SALCEDO	1750		01	CERRILLOS	SANTIAGO	CERRILLOS	XIII REGION METROPOLITANA
50849530	7	S	2013-01-10	SUCURSAL	COOP. PINTUE PARCELA	29			ACULEO	STGO	PAINE	XIII REGION METROPOLITANA
50849530	7	N	2003-05-23	SUCURSAL	PARCELA	29			COOP.PINTUE-ACULEO	STGO	PAINE	XIII REGION METROPOLITANA
50849540	4	S	1999-02-17	SUCURSAL	HUERFANOS	1160		L10		STGO	SANTIAGO	XIII REGION METROPOLITANA
50849730	K	S	1999-04-27	SUCURSAL	FERIA J M CARRERA				LOCAL 37 Y 38	ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
50849730	K	S	1999-04-27	SUCURSAL	FERIA J M CARRERA				LOCAL 39 Y 40	ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
50849790	3	S	1999-08-24	SUCURSAL	IGNACIO SERRANO	810			ANTENA	LA SERENA	LA SERENA	IV REGION COQUIMBO
50850230	3	S	1998-07-10	SUCURSAL	AVDA. LA  MARINA	1128			POBL. ESMERALDA	TALCAHUANO	TALCAHUANO	VIII REGION DEL BIO BIO
50850310	5	S	1999-01-06	SUCURSAL	CAMINO INTERNACIONAL	907				PUCON	PUCON	IX REGION DE LA ARAUCANIA
50850370	9	S	1998-09-16	SUCURSAL	BALMACEDA	234				TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
50850650	3	S	1998-06-25	SUCURSAL	ANIBAL PINTO	47			LOCAL 67	TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
50850650	3	S	1998-06-25	SUCURSAL	BALMACEDA	396				TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
50850650	3	S	1998-06-25	SUCURSAL	TERMINAL DE BUSES	OF 1				TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
50851050	0	S	1999-09-15	SUCURSAL	SAN JOSE	579				STGO	SAN BERNARDO	XIII REGION METROPOLITANA
50851510	3	S	1998-07-17	SUCURSAL	TACNA SUR	26				SAN FELIPE	SAN FELIPE	V REGION VALPARAISO
50851600	2	S	2008-03-20	SUCURSAL	PROVIDENCIA	192			CERRO LARRAIN	VALPARAISO	VALPARAISO	V REGION VALPARAISO
50851650	9	S	1999-06-01	SUCURSAL	CAMINO A LA ANTIGUA BALSA	S/N			HUECHUPIN	CHILLAN	CHILLAN	XVI REGION DE ÑUBLE
50851730	0	S	1999-08-31	SUCURSAL	HIJUELA ENSENADA DE ABRA					REQUINOA	REQUINOA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50851790	4	S	1998-11-11	SUCURSAL	YUNGAY	650			LOC.42-ROL 69/32		CURICO	VII REGION DEL MAULE
50851800	5	S	2002-04-17	SUCURSAL	CALERA DE TANGO	14				CALERA DE TANGO	CALERA DE TANGO	XIII REGION METROPOLITANA
50851930	3	S	1998-08-11	SUCURSAL	DANIEL VERA	803			DICHATO	CONCEPCION	TOME	VIII REGION DEL BIO BIO
50851950	8	S	1998-07-28	SUCURSAL	"O""HIGGINS"	1210				TOME	TOME	VIII REGION DEL BIO BIO
50851990	7	S	1998-08-03	SUCURSAL	CAMILO  HENRIQUEZ	205				CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
50852350	5	S	1998-06-18	SUCURSAL	CASILLA	18					MARIA PINTO	XIII REGION METROPOLITANA
50852930	9	S	1999-06-11	SUCURSAL	LATORRE	712				IQUIQUE	IQUIQUE	I REGION DE TARAPACA
50852930	9	S	1999-03-04	SUCURSAL	THOMPSON	761				IQUIQUE	IQUIQUE	I REGION DE TARAPACA
50853120	6	S	1998-10-16	SUCURSAL	HOEVEL	5786			BUENOS AIRES		QUINTA NORMAL	XIII REGION METROPOLITANA
50853120	6	S	1998-10-09	SUCURSAL	PEDRO BARRIOS BARBASTE	422			FRAY JORGE	OVALLE	OVALLE	IV REGION COQUIMBO
50853240	7	S	2001-02-02	SUCURSAL	AV. LATORRE	537-53	9			LA CALERA	LA CALERA	V REGION VALPARAISO
50853320	9	S	2002-04-16	SUCURSAL	PARCELA	20	LOTE 2		LAS GOLONDRINAS	SAN ESTEBAN	SAN ESTEBAN	V REGION VALPARAISO
50853320	9	S	2003-08-13	SUCURSAL	POTRERILLO EL MARTILLO	S/N			ROL 81-14	SANTA MARIA	SANTA MARIA	V REGION VALPARAISO
50853370	5	S	2002-03-07	SUCURSAL	CALLEJON VECINAL	S/N			CHACRA STA.LUCIA	SANTA MARIA	SANTA MARIA	V REGION VALPARAISO
50853370	5	S	2000-02-09	SUCURSAL	EL TUNAL RO 70-3					SANTA MARIA	SANTA MARIA	V REGION VALPARAISO
50853370	5	S	2000-02-09	SUCURSAL	EL TUNAL ROL 70-4					SANTA MARIA	SANTA MARIA	V REGION VALPARAISO
50853370	5	S	1998-06-08	SUCURSAL	LOTE 1 A 3	1				LOS ANDES	SAN ESTEBAN	V REGION VALPARAISO
50853370	5	S	2000-02-09	SUCURSAL	LOTE 1-A-4 Y 1 A-5				R.58-19	SAN ESTEBAN	SAN ESTEBAN	V REGION VALPARAISO
50853450	7	S	1998-10-15	SUCURSAL	PREDIO CULENCO				C.PARRAL	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
50853490	6	S	1998-11-17	SUCURSAL	KURT MOLLER	794				LINARES	LINARES	VII REGION DEL MAULE
50853660	7	S	1998-09-02	SUCURSAL	CORREO POSTAL					LUMACO	LUMACO	IX REGION DE LA ARAUCANIA
50853880	4	S	1999-08-03	SUCURSAL	FRANKLIN	946		273	ROL 3724-69	SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50854170	8	S	2003-04-09	SUCURSAL	LOTE A 2 LAS CASAS				QUINCANQUE	MELIPILLA	SAN PEDRO DE MELIPILLA	XIII REGION METROPOLITANA
50854190	2	S	2000-08-31	SUCURSAL	PARCELA 14				FUNDO LAS PENAS	SAN FELIPE	LLAY-LLAY	V REGION VALPARAISO
50854320	4	S	1998-09-23	SUCURSAL	DONATTELLO	5434				STGO	LAS CONDES	XIII REGION METROPOLITANA
50854640	8	S	1998-11-17	SUCURSAL	AVDA LA SERENA	8286		4	LOCAL 4	SANTIAGO	LA GRANJA	XIII REGION METROPOLITANA
50854700	5	S	1999-12-28	SUCURSAL	VALLE AZAPA LOTE A	PARC.8			COL.J.NOE BELLAVISTA	ARICA	ARICA	XV REGION ARICA Y PARINACOTA
50854840	0	S	1999-12-13	SUCURSAL	"O""HIGGINS"	660				LOS ANDES	LOS ANDES	V REGION VALPARAISO
50854960	1	S	1998-10-29	SUCURSAL	2 NIVEL PLAZO EL ROBLE	MA-2				CHILLAN	CHILLAN	XVI REGION DE ÑUBLE
50855000	6	S	2001-02-14	SUCURSAL	FUNDO PURISIMA	S/N				LOS ANGELES	CABRERO	VIII REGION DEL BIO BIO
50855140	1	N	2007-09-11	SUCURSAL	CARLOS ALESSANDRI	1724		3		SAN ANTONIO	ALGARROBO	V REGION VALPARAISO
50855140	1	N	2007-05-08	SUCURSAL	SIERRA BELLA	1416				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50855190	8	N	2019-10-16	SUCURSAL	ALAMEDA	949		59		SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50855190	8	N	2018-10-22	SUCURSAL	ALFREDO SILVA CARVALLO	1401		B 1		SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50855190	8	N	2012-03-06	SUCURSAL	AV. GUILLERMO MUCKE	701		L. 8B		SAN ANTONIO	ALGARROBO	V REGION VALPARAISO
50855190	8	N	2012-07-05	SUCURSAL	AV.GUILLERMO MUCKE	701				SAN ANTONIO	ALGARROBO	V REGION VALPARAISO
50855190	8	N	2018-09-26	SUCURSAL	AVDA SILVA CARVALLO	1401		INTER		SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50855190	8	N	2007-10-22	SUCURSAL	CONCHA Y TORO	26		9		SANTIAGO	PUENTE ALTO	XIII REGION METROPOLITANA
50855190	8	N	2019-01-17	SUCURSAL	CONCHA Y TORO	26		9		SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50855190	8	S	2018-05-23	SUCURSAL	GUILLERMO MUCKE	701		8B		ALGARROBO	ALGARROBO	V REGION VALPARAISO
50855220	3	S	2005-01-11	SUCURSAL	JOSE JOAQUIN PEREZ	6083				SANTIAGO	CERRO NAVIA	XIII REGION METROPOLITANA
50855480	K	S	1998-07-29	SUCURSAL	ERRAZURIZ	3049			STA.CLARA	STGO	TALCAHUANO	VIII REGION DEL BIO BIO
50855620	9	S	1999-03-25	SUCURSAL	21 DE MAYO	1829				TOCOPILLA	TOCOPILLA	II REGION DE ANTOFAGASTA
50855720	5	S	1999-07-30	SUCURSAL	AV. HENRIQUEZ	365				COPIAPO	COPIAPO	III REGION DE ATACAMA
50855760	4	S	1998-12-29	SUCURSAL	AVDA FCO DE AGUIRRE	02	4			LA SERENA	LA SERENA	IV REGION COQUIMBO
50856100	8	S	2003-01-27	SUCURSAL	POTRERO LA TRINIDAD	S/N			SANTA ROSA	CATEMU	CATEMU	V REGION VALPARAISO
50856230	6	S	1998-08-03	SUCURSAL	CAMINO SANTA ELENA				1419-022	RANCAGUA	RANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50856480	5	N	2010-12-29	SUCURSAL	ARTURO PRAT	345		C		QUIRIHUE	QUIRIHUE	XVI REGION DE ÑUBLE
50856740	5	S	1999-07-28	SUCURSAL	AVDA BULNES KM 3,5 NORTE				ZONA FRANCA	PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
50856780	4	S	2002-10-22	SUCURSAL	GRAJALES	2933			BODEGA	STGO	SANTIAGO	XIII REGION METROPOLITANA
50856840	1	S	1999-07-07	SUCURSAL	ORTUZAR	164			ROL 127-8	SANTIAGO	MELIPILLA	XIII REGION METROPOLITANA
50856930	0	S	1998-10-15	SUCURSAL	AV. CONDELL	1341				STGO	RENCA	XIII REGION METROPOLITANA
50857210	7	N	2003-12-01	SUCURSAL	ARTURO PRAT	168				SANTIAGO	BUIN	XIII REGION METROPOLITANA
50857210	7	S	2009-03-24	SUCURSAL	ARTURO PRAT	325				SANTIAGO	BUIN	XIII REGION METROPOLITANA
50857210	7	S	2003-12-01	SUCURSAL	BARROS	529	A			SANTIAGO	MELIPILLA	XIII REGION METROPOLITANA
50857400	2	S	2009-06-17	SUCURSAL	AVDA VITACURA	6255		27		SANTIAGO	VITACURA	XIII REGION METROPOLITANA
50857400	2	N	2014-06-16	SUCURSAL	AVDA.VITACURA	6255		29		SANTIAGO	VITACURA	XIII REGION METROPOLITANA
50857400	2	N	2016-08-09	SUCURSAL	AVDA.VITACURA	6255		46		SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50857400	2	N	2013-04-11	SUCURSAL	MANQUEHUE NORTE	1499		1		SANTIAGO	VITACURA	XIII REGION METROPOLITANA
50857440	1	N	2004-05-17	SUCURSAL	ALAMEDA	1490				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50857700	1	S	2000-10-05	SUCURSAL	AV. CERRILLOS	4030		L/93	FERIA LO VALLEDOR	STGO	P AGUIRRE CERDA	XIII REGION METROPOLITANA
50857710	9	S	1998-07-28	SUCURSAL	CASILLA	17				STGO	BUIN	XIII REGION METROPOLITANA
50857710	9	N	2001-11-16	SUCURSAL	PANAM.SUR KL32/LOTE 3				SILOS GUINDOS	STGO	BUIN	XIII REGION METROPOLITANA
50857790	7	S	1998-08-31	SUCURSAL	CORTEZ	86			ISLA DE MAIPO	STGO	ISLA DE MAIPO	XIII REGION METROPOLITANA
50858000	2	S	1999-01-05	SUCURSAL	AVENIDA GRECIA	2271-B				CALAMA	CALAMA	II REGION DE ANTOFAGASTA
50858030	4	S	2000-12-11	SUCURSAL	CARVALLO	696 B				CALDERA	CALDERA	III REGION DE ATACAMA
50858190	4	S	1998-09-21	SUCURSAL	SAN AGUSTIN	746				CON CON	CON CON	V REGION VALPARAISO
50858200	5	S	1998-07-28	SUCURSAL	PUNTA COLORA	S/N			SECTOR LA HIGUERA		LA SERENA	IV REGION COQUIMBO
50858480	6	S	1998-09-25	SUCURSAL	HIJUELA B DE RIHUE	S/N			ROL 182-5	CANETE	CANETE	VIII REGION DEL BIO BIO
50858520	9	S	1998-09-30	SUCURSAL	TRES  PONIENTES	3359			LONCO  ORIENTE	CONCEPCION	CHIGUAYANTE	VIII REGION DEL BIO BIO
50858590	K	S	1999-01-27	SUCURSAL	C ERCILLA	2223		152			OSORNO	X REGION LOS LAGOS
50858610	8	S	1998-11-20	SUCURSAL	LA CHACRA	RURAL			LA CHACRA	CASTRO	CASTRO	X REGION LOS LAGOS
50858770	8	N	2000-09-14	SUCURSAL	MERCED	759			ROL 154-195	STGO	SANTIAGO	XIII REGION METROPOLITANA
50858770	8	N	2014-01-28	SUCURSAL	SAN SEBASTIAN PARCELA	9				FREIRE	FREIRE	IX REGION DE LA ARAUCANIA
50858820	8	S	2001-02-06	SUCURSAL	LIRA	815			ROL 2787-1	STGO	SANTIAGO	XIII REGION METROPOLITANA
50858820	8	S	2004-02-11	SUCURSAL	SANTA ROSA	2163			ROL 3714-43	SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50859010	5	S	2000-02-28	SUCURSAL	SALVADOR GUTIERREZ	4740				SANTIAGO	QUINTA NORMAL	XIII REGION METROPOLITANA
50859080	6	N	2013-03-07	SUCURSAL	AMERICA	633				SANTIAGO	SAN MIGUEL	XIII REGION METROPOLITANA
50859350	3	N	2008-07-24	SUCURSAL	LAUTARO	2120				SANTIAGO	LA PINTANA	XIII REGION METROPOLITANA
50859450	K	S	1999-07-23	SUCURSAL	HURTADO DE MENDOZA	8811				STGO	LA CISTERNA	XIII REGION METROPOLITANA
50859550	6	S	2000-09-08	SUCURSAL	NACIMIENTO	1235				STGO	SAN BERNARDO	XIII REGION METROPOLITANA
50860100	K	S	1999-01-21	SUCURSAL	PARC. 48				PROY.ESTR.SAN VICENT	SAN CLEMENTE	SAN CLEMENTE	VII REGION DEL MAULE
50860100	K	S	1999-01-21	SUCURSAL	PARC.BALLICA EL BOLSICO				DUAO S.N.	MAULE	MAULE	VII REGION DEL MAULE
50860270	7	S	1998-10-01	SUCURSAL	LOS ROBLES	3036			LAGUNILLAS	CORONEL	CORONEL	VIII REGION DEL BIO BIO
50860300	2	S	2000-02-23	SUCURSAL	CAMINO A PINTO KM. 8				PC. MERCEDES LT 3	CHILLAN	CHILLAN	XVI REGION DE ÑUBLE
50860440	8	S	1998-12-23	SUCURSAL	LACONCEPCION ESQ. PDTE				IBANEZ N:8	PTO.MONTT	PUERTO MONTT	X REGION LOS LAGOS
50860480	7	S	1999-04-12	SUCURSAL	O'HIGGINS	240	LOCAL	CENT	RAL	PAILLACO	PAILLACO	XIV REGION DE LOS RIOS
50860490	4	S	1998-12-24	SUCURSAL	LA PASADA	S/N			LA PASADA	MAULLIN	PUERTO MONTT	X REGION LOS LAGOS
50860620	6	S	2002-09-11	SUCURSAL	UNION LATINOAMERICANA	134			ROL 632-31	STGO	SANTIAGO	XIII REGION METROPOLITANA
50861020	3	S	1998-12-07	SUCURSAL	ELIODOR YANEZ	975				STGO	PROVIDENCIA	XIII REGION METROPOLITANA
50861270	2	S	2000-05-04	SUCURSAL	LO MARTINEZ	993				STGO	EL BOSQUE	XIII REGION METROPOLITANA
50861560	4	N	2005-03-31	SUCURSAL	AVDA. GRECIA	2001			TOPATER	CALAMA	CALAMA	II REGION DE ANTOFAGASTA
50861820	4	N	2010-09-06	SUCURSAL	REPUBLICA ARGENTINA	198				LOS ANDES	LOS ANDES	V REGION VALPARAISO
50862150	7	S	2000-07-10	SUCURSAL	AVDA CAHUIL	197				PICHILEMU	PICHILEMU	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50862150	7	S	1999-05-04	SUCURSAL	AVDA. CELEDONIO PASTENE	S/N			BUCALEMU	PAREDONES	PAREDONES	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50862240	6	S	1999-05-26	SUCURSAL	MANUEL RODRIGUEZ	761		3		CURICO	CURICO	VII REGION DEL MAULE
50862300	3	S	1998-10-27	SUCURSAL	LAS GOLONDRINAS	107				CONCEPCION	SAN PEDRO DE LA PAZ	VIII REGION DEL BIO BIO
50862670	3	S	2006-03-03	SUCURSAL	MEJICANA	265				PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
50862780	7	S	2000-11-14	SUCURSAL	MAC IVER	137		12	ROL 72-21	STGO	SANTIAGO	XIII REGION METROPOLITANA
50862790	4	S	2003-02-10	SUCURSAL	STO DOMINGO	784		27Y28	ROL,178-193	SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
50862800	5	S	2005-09-23	SUCURSAL	SANTA FE	2022	2028		ROL-3720-20	SANTIAGO	QUINTA NORMAL	XIII REGION METROPOLITANA
50863450	1	S	1999-09-29	SUCURSAL	GENERAL BARI	185-A				SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
50863590	7	S	1999-10-06	SUCURSAL	PADRE HURTADO	1643			JUAN PABLO SEGUNDO	COPIAPO	COPIAPO	III REGION DE ATACAMA
50863870	1	S	2000-11-27	SUCURSAL	AVDA. EL SOL	0157	10	303	YERBAS BUENAS	RANCAGUA	RANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50863920	1	S	1999-01-11	SUCURSAL	LA MINA	S/N				CHEPICA	CHEPICA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50863920	1	S	1999-03-10	SUCURSAL	LAS HIJUELAS	S/N				CHEPICA	CHEPICA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50863920	1	S	1999-01-11	SUCURSAL	UVA BLANCA	S/N				CHEPICA	CHEPICA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
50864060	9	S	2001-03-15	SUCURSAL	BESOAIN	S/N			ILOCA	LICANTEN	LICANTEN	VII REGION DEL MAULE
50864080	3	S	1999-02-10	SUCURSAL	FUNDO LA MARAVILLA				494-174	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
50864120	6	S	2002-09-30	SUCURSAL	9 NORTE	1370				TALCA	TALCA	VII REGION DEL MAULE
50864760	3	S	1999-03-15	SUCURSAL	LUZ	2929		182		STGO	LAS CONDES	XIII REGION METROPOLITANA
50864940	1	S	2003-03-12	SUCURSAL	AVDA, CENTRAL	138-B				SANTIAGO	MAIPU	XIII REGION METROPOLITANA
50865250	K	S	1998-11-25	SUCURSAL	PANTALEON CORTES	949			LA PORTADA	ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
50865470	7	S	1998-11-17	SUCURSAL	PORVENIR	010				EL QUISCO	EL QUISCO	V REGION VALPARAISO
